id,age,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
9527,-0.36527045464060365,509364,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9528,1.015754221182348,101017,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,-0.31324819315565683,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9529,1.4760957797899985,244830,13,Separated,Prof-specialty,Not-in-family,White,Male,4787,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9530,2.3200553039040246,203072,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9531,2.2433317108027495,128472,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1.1151389136216603,United-States,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9532,0.6321362556759725,201699,12,Married-civ-spouse,Sales,Husband,White,Male,5178,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9534,-1.592847944261005,25837,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,-2.24577192585438,United-States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9535,0.09507110396704692,196456,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9536,-1.439400758058455,194848,10,Never-married,Craft-repair,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9538,-1.0557827925520795,31350,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1.5352527685561652,England,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9539,1.3226485935874484,413373,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,-0.48129373512945883,United-States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9541,2.626949676309125,123160,6,Widowed,Other-service,Not-in-family,White,Female,0,0,-2.665885780788885,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9542,-0.13509967533677836,185567,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9543,0.4019654763721473,150533,10,Separated,Craft-repair,Not-in-family,White,Male,0,1876,1.1151389136216603,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9544,1.4760957797899985,259014,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,-1.8256580709198749,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9547,-0.9023356063495293,193898,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9548,3.9312507590308012,282095,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9549,-1.2859535718559048,306967,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,-1.40554421598537,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9550,-0.2885468615393285,207676,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9552,1.3226485935874484,329059,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,-0.1452026511818548,Italy,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9554,0.171794697068322,193995,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.1908884327657492,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9555,-0.13509967533677836,593246,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9557,0.171794697068322,122626,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,0.5269795167133532,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9558,-0.2885468615393285,209993,7,Separated,Priv-house-serv,Unmarried,White,Female,0,0,-2.833931322762687,Mexico,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9559,-0.5954412339444289,149726,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9560,-1.2859535718559048,108506,11,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2.79559433335968,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9561,1.3226485935874484,39380,10,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,27828,0,-1.8256580709198749,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9563,0.7088598487772476,81154,11,Never-married,Protective-serv,Unmarried,White,Male,0,0,0.5269795167133532,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9564,2.780396862511675,192813,14,Widowed,Sales,Not-in-family,White,Male,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9565,-0.7488884201469791,183111,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9566,-0.4419940477418787,333701,11,Never-married,Other-service,Unmarried,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9570,0.5554126625746975,55237,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9571,0.8623070349797979,304955,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9572,-1.1325063856533546,239663,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,-2.24577192585438,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9573,-0.21182326843805344,355053,9,Separated,Other-service,Unmarried,Black,Female,0,0,-1.1534759030246668,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9575,0.2485182901695971,196514,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9576,0.171794697068322,307468,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9577,0.171794697068322,112283,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9579,1.4760957797899985,147707,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9580,-1.2092299787546297,67958,10,Never-married,Other-service,Not-in-family,White,Female,0,0,-0.9854303610508648,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9582,-0.5954412339444289,407930,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9583,-1.6695715373622801,207791,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,-1.8256580709198749,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9584,-1.0557827925520795,218667,3,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9586,-0.05837608223550326,201617,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9587,2.55022608320785,156310,6,Married-civ-spouse,Other-service,Husband,White,Male,2414,0,-2.497840238815083,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9588,-0.21182326843805344,408427,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9589,0.4786890694734224,204057,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,-0.1452026511818548,Germany,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9590,2.0898845246001994,54826,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,-1.8256580709198749,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9591,-0.8256120132482542,51672,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,-0.5653165061163599,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9592,-1.592847944261005,270502,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,-1.8256580709198749,United-States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9593,1.9364373383976492,59829,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,-1.40554421598537,France,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9594,1.5528193728912736,140478,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9595,-1.3626771649571798,83141,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0.9470933716478582,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9596,-0.672164827045704,284395,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9597,-1.2859535718559048,245524,8,Never-married,Other-service,Not-in-family,White,Male,0,0,-0.5653165061163599,United-States,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9599,-1.0557827925520795,231638,10,Never-married,Tech-support,Unmarried,White,Female,0,0,-1.4895669869722707,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9600,-0.36527045464060365,48935,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9601,0.5554126625746975,353012,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9602,-1.439400758058455,173724,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,-1.8256580709198749,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9603,1.6295429659925487,165827,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9604,0.09507110396704692,107762,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9605,-0.8256120132482542,183151,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9606,1.015754221182348,194791,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9607,0.8623070349797979,112873,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9608,-0.5954412339444289,204470,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.1068656617788482,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9609,-1.1325063856533546,227070,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,-0.1452026511818548,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9610,0.09507110396704692,287079,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1.1151389136216603,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9612,-0.21182326843805344,250791,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.5269795167133532,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9615,-1.2859535718559048,156822,6,Never-married,Sales,Not-in-family,White,Female,0,1762,-1.40554421598537,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9616,-0.05837608223550326,192939,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9617,0.01834751086577183,186183,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9618,-0.7488884201469791,289991,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,1.1151389136216603,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9620,-0.2885468615393285,189240,10,Divorced,Other-service,Unmarried,Black,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9621,1.2459250004861733,109015,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,-0.31324819315565683,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9623,0.09507110396704692,171231,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,-0.1452026511818548,Puerto-Rico,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9625,-1.2092299787546297,414545,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9626,-0.4419940477418787,295621,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,-1.40554421598537,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9628,0.8623070349797979,24185,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.31324819315565683,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9629,-0.05837608223550326,273640,9,Never-married,Other-service,Unmarried,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9630,-0.05837608223550326,107302,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9631,0.7855834418785227,280525,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.2749112037526502,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9632,-0.2885468615393285,129597,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.3589339747395512,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9633,-0.4419940477418787,295591,2,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,-0.1452026511818548,Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9635,0.171794697068322,199018,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9636,-1.2092299787546297,119156,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9638,0.171794697068322,421871,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9639,1.3226485935874484,264436,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9642,0.2485182901695971,355728,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.1908884327657492,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9643,-0.05837608223550326,242559,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,-0.31324819315565683,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9645,-0.21182326843805344,65624,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9646,-0.5954412339444289,502752,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9647,-0.672164827045704,35644,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9648,0.09507110396704692,346964,9,Divorced,Tech-support,Unmarried,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9650,-0.36527045464060365,375680,12,Never-married,Craft-repair,Own-child,Black,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9652,1.7829901521950988,75478,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9653,0.4019654763721473,265266,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9654,0.8623070349797979,231495,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9655,-0.7488884201469791,253262,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9656,0.09507110396704692,34037,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2.375480478425175,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9657,-0.9790591994508043,256000,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9658,-1.3626771649571798,103205,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9659,0.4019654763721473,290403,11,Divorced,Protective-serv,Own-child,White,Female,0,0,-0.1452026511818548,Cuba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9660,-1.3626771649571798,25631,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9661,1.5528193728912736,170104,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9662,-1.0557827925520795,152035,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9663,0.4019654763721473,119281,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9665,-0.9790591994508043,59367,13,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9666,-0.8256120132482542,69621,12,Never-married,Sales,Not-in-family,White,Female,0,0,1.5352527685561652,United-States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9668,-0.4419940477418787,239781,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,-0.1452026511818548,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9672,0.32524188327087217,180407,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,0.022842890791947196,Germany,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9673,0.8623070349797979,184007,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9674,0.09507110396704692,226388,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9675,-0.36527045464060365,179673,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9676,0.09507110396704692,261497,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,-0.5653165061163599,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9677,-1.2092299787546297,442359,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1092,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9679,-0.7488884201469791,242597,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9681,-1.2092299787546297,287681,4,Never-married,Other-service,Not-in-family,White,Male,0,0,-1.40554421598537,Mexico,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9682,0.6321362556759725,158451,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,-3.3380679486840927,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9683,0.8623070349797979,173630,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,-0.5653165061163599,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9684,-1.0557827925520795,162687,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9685,0.939030628081073,73670,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,0.8630706006609572,United-States,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9687,0.2485182901695971,193882,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9688,-0.672164827045704,144064,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9689,-0.36527045464060365,110476,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9690,0.939030628081073,46281,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9691,-1.0557827925520795,282631,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
